time,open,high,low,close,tick_volume,spread,real_volume
2025-10-23 16:35:00,4143.11,4143.51,4139.68,4140.17,1351,37,0
2025-10-23 16:40:00,4140.16,4140.26,4127.43,4128.46,1946,37,0
2025-10-23 16:45:00,4128.47,4132.67,4125.46,4129.55,2045,37,0
2025-10-23 16:50:00,4129.55,4133.04,4127.82,4131.95,1437,37,0
2025-10-23 16:55:00,4131.88,4134.5,4131.36,4132.78,1264,37,0
2025-10-23 17:00:00,4132.78,4137.86,4131.5,4137.56,1584,37,0
2025-10-23 17:05:00,4137.51,4138.24,4128.25,4134.82,1787,37,0
2025-10-23 17:10:00,4134.82,4139.17,4134.08,4138.18,1316,37,0
2025-10-23 17:15:00,4138.21,4138.23,4134.23,4135.12,1307,37,0
2025-10-23 17:20:00,4135.12,4135.68,4126.37,4126.96,2037,37,0
2025-10-23 17:25:00,4126.81,4129.58,4124.8,4129.49,2366,37,0
2025-10-23 17:30:00,4129.62,4133.89,4126.61,4132.77,1496,37,0
2025-10-23 17:35:00,4132.75,4136.69,4131.05,4134.21,1525,37,0
2025-10-23 17:40:00,4134.21,4135.52,4130.03,4134.27,1502,37,0
2025-10-23 17:45:00,4134.25,4134.72,4132.16,4132.92,866,37,0
2025-10-23 17:50:00,4132.92,4137.04,4132.48,4136.66,1198,37,0
2025-10-23 17:55:00,4136.66,4138.25,4135.18,4137.58,1274,37,0
2025-10-23 18:00:00,4137.59,4139.71,4137.48,4138.31,1260,37,0
2025-10-23 18:05:00,4138.31,4138.72,4133.07,4133.52,1307,37,0
2025-10-23 18:10:00,4133.52,4141.11,4133.52,4140.59,1268,37,0
2025-10-23 18:15:00,4140.59,4140.62,4136.98,4140.03,1243,37,0
2025-10-23 18:20:00,4140.02,4141.17,4138.81,4140.51,1115,37,0
2025-10-23 18:25:00,4140.51,4143.35,4140.34,4142.59,1066,37,0
2025-10-23 18:30:00,4142.59,4142.59,4138.06,4138.98,1109,37,0
2025-10-23 18:35:00,4138.99,4140.64,4136.23,4140.1,999,37,0
2025-10-23 18:40:00,4140.1,4140.71,4137.02,4139.8,914,37,0
2025-10-23 18:45:00,4139.8,4140.12,4135.6,4136.85,921,37,0
2025-10-23 18:50:00,4136.94,4137.13,4133.52,4135.41,1101,37,0
2025-10-23 18:55:00,4135.38,4137.25,4134.15,4135.85,1328,37,0
2025-10-23 19:00:00,4136.09,4138.08,4133.57,4137.09,1207,37,0
